timestamp,video_id,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
1362638,3,,,,"For all the weight they're given,",,,False,False,False
1364808,3,,,,"last words are usually
as significant as first words.",,,False,False,False
1368645,3,,,,"And you're quite certain
he died of a natural illness?",,,False,False,False
1371773,3,,,,What else could it be?,,,False,False,False
1374818,3,,,,"- Poison.
- A disturbing thought.",,,False,False,False
1379071,3,,,,"No, no, no, l don't think it likely.",,,False,False,False
1381449,3,,,,"The Hand was loved by all.
What sort of man would dare...",,,False,False,False
1386079,3,,,,"l've heard it said that poison
is a woman's weapon.",,,False,False,False
1388873,3,,,,"Yes, women, cravens...",,,False,False,False
1393337,3,,,,and eunuchs.,,,False,False,False
1396005,3,,,,"Did you know that
Lord Varys is a eunuch?", Did you realize that Lord Varys is castrated?,,True,False,False
1399426,3,,,,"- Everybody knows that.
- Yes, yes, of course.",,,False,False,False
1403679,3,,,,"How that sort of person
found himself",,,False,False,False
1406515,3,,,,"- on the king's council, l will never know.
- l've taken enough of your time.",,,False,False,False
1410646,3,,,,"No trouble at all, my lord.
It's a great honour.",,,False,False,False
1413732,3,,,,Thank you.,,,False,False,False
1415359,3,,,,l'll find my own way out.,,,False,False,False
1428080,3,,,,[Footsteps],,,False,False,False
1439800,3,,,,"Syrio says a water dancer
can stand on one toe for hours.",,,False,False,False
1444346,3,,,,lt's a hard fall down these steps.,,,False,False,False
1446348,3,,,,"Syrio says every hurt is a lesson
and every lesson makes you better.",,,False,False,False
1452020,3,,,,"- Tomorrow l'm going to be chasing cats.
- Cats? Syrio says.",,,False,False,False
1456483,3,,,,"He says every swordsman
should study cats.",,,False,False,False
1458944,3,,,,"They're as quiet as shadows
and as light as feathers.",,,False,False,False
1462030,3,,,,"- You have to be quick to catch them.
- He's right about that.",,,False,False,False
1466243,3,,,,"Now that Bran's awake,
will he come live with us?",,,False,False,False
1472206,3,,,,"Well, he needs to get
his strength back first.",,,False,False,False
1475877,3,,,,"He wants to be
a knight of the Kingsguard.",,,False,False,False
1478129,3,,,,"- He can't be one now, can he?
- No.",,,False,False,False
1484136,3,,,,"But someday
he could be lord of a holdfast",,,False,False,False
1488557,3,,,,or sit on the king's council.,,,False,False,False
1491642,3,,,,"Or he might raise castles
like Brandon the Builder.",,,False,False,False
1496439,3,,,,"- Can l be lord of a holdfast?
- [Chuckles]",,,False,False,False
1503112,3,,,,"You will marry a high lord
and rule his castle.",,,False,False,False
1507908,3,,,,"And your sons shall be knights
and princes and lords.",,,False,False,False
1514582,3,,,,"- Hmm?
- No.",,,False,False,False
1518169,3,,,,That's not me.,,,False,False,False
1530431,3,,,,[Wind whistling],,,False,False,False
1542694,3,,,,Hello.,,,False,False,False
1546156,3,,,,"Ser Alliser said l'm to be
your new watch partner.",,,False,False,False
1550827,3,,,,"l should warn you,",,,False,False,False
1553245,3,,,,l don't see all that well.,,,False,False,False
1557125,3,,,,Come stand by the fire.,,,False,False,False
1559878,3,,,,"- It's warmer.
- No, that's all right. l'm fine.",,,False,False,False
1562046,3,,,,You're not. You're freezing.,,,False,False,False
1576895,3,,,,l don't like high places.,,,False,False,False
1579563,3,,,,You can't fight. You can't see.,,,False,False,False
1583610,3,,,,"You're afraid of heights
and almost everything else probably.",,,False,False,False
1588447,3,,,,"What are you doing here, Sam?",,,False,False,False
1594620,3,,,,"On the morning of my 18th nameday,
my father came to me.",,,False,False,False
1599167,3,,,,"''You're almost a man now,'' he said.",,,False,False,False
1602920,3,,,,"''But you're not worthy
of my land and title.",,,False,False,False
1607216,3,,,,"''Tomorrow, you're going
to take the black,",,,False,False,False
1609844,3,,,,"''forsake all claim
to your inheritance and start north.",,,False,False,False
1614224,3,,,,"''lf you do not,'' he said,",,,False,False,False
1618645,3,,,,''then we'll have a hunt,,,False,False,False
1621231,3,,,,"''and somewhere in these woods
your horse will stumble",,,False,False,False
1624400,3,,,,"''and you'll be thrown
from your saddle to die.",,,False,False,False
1629363,3,,,,''Or so l'll tell your mother.,,,False,False,False
1632242,3,,,,''Nothing would please me more.'',,,False,False,False
1639248,3,,,,"Ser Alliser's going to make me
fight again tomorrow, isn't he?",,,False,False,False
1643754,3,,,,"- Yes, he is.
- [Groans]",,,False,False,False
1646631,3,,,,"l'm not going to get
any better, you know.",,,False,False,False
1649885,3,,,,Well...,,,False,False,False
1651762,3,,,,you can't get any worse.,,,False,False,False
1654930,3,,,,[Both chuckling],,,False,False,False
1663732,3,,,,l hear you're reading a boring book.,,,False,False,False
1666568,3,,,,Hmph.,,,False,False,False
1668402,3,,,,"- Pycelle talks too much.
- Oh, he never stops.",,,False,False,False
1672157,3,,,,Do you know Ser Hugh of the Vale?,,,False,False,False
1675494,3,,,,Not surprising.,,,False,False,False
1677244,3,,,,"Until recently, he was only
a squire - Jon Arryn's squire.",,,False,False,False
1681875,3,,,,"He was knighted almost immediately
after his master's untimely death.",,,False,False,False
1686170,3,,,,Knighted for what?,,,False,False,False
1689632,3,,,,"- Why are you telling me this?
- l promised Cat that l'd help you.",,,False,False,False
1692927,3,,,,Where is Ser Hugh?,,,False,False,False
1695263,3,,,,"- l'll speak to him.
- A singularly bad idea.",,,False,False,False
1698100,3,,,,Do you see that boy there?,,,False,False,False
1700686,3,,,,[Whispers] One of Varys's little birds.,,,False,False,False
1703354,3,,,,"The spider has taken a great interest
in your comings and goings.",,,False,False,False
1707024,3,,,,Now look there.,,,False,False,False
1709069,3,,,,That one belongs to the queen.,,,False,False,False
1711988,3,,,,"And do you see that septa
pretending to read her book?",,,False,False,False
1716368,3,,,,"- Varys or the queen?
- No, she's one of mine.",,,False,False,False
1722331,3,,,,"ls there someone in your service
whom you trust completely?",,,False,False,False
1727629,3,,,,"- Yes.
- The wiser answer was no, my lord.",,,False,False,False
1731966,3,,,,"Get a message to
this paragon of yours - discreetly.",,,False,False,False
1736388,3,,,,Send him to question Ser Hugh.,,,False,False,False
1739057,3,,,,"After that, you might want him
to visit a certain armourer in the city.",,,False,False,False
1743145,3,,,,"He lives in a large house
at the top of the Street of Steel.",,,False,False,False
1746106,3,,,,"- Why?
- l have my observers, as l said,",,,False,False,False
1748649,3,,,,"and it's possible
that they saw Lord Arryn",,,False,False,False
1751069,3,,,,"visit this armourer several times
in the weeks before his death.",,,False,False,False
1756742,3,,,,"Lord Baelish, perhaps
l was wrong to distrust you.",,,False,False,False
1759703,3,,,,"Distrusting me was the wisest thing
you've done since you climbed off your horse.",,,False,False,False
1770839,3,,,,"- [Hammering]
-. .22, 23,",,,False,False,False
1773966,3,,,,"24, 5, 6, 2T,",,,False,False,False
1777846,3,,,,"- 28, 29...
- Ser Hugh?",,,False,False,False
1779680,3,,,,"30, 31, 32...",,,False,False,False
1781808,3,,,,"- Ser Hugh!
- As you can see, l'm busy.",,,False,False,False
1784144,3,,,,"l'm here on behalf of Lord Eddard Stark,
the Hand of the King.",,,False,False,False
1789398,3,,,,"- l'm the captain of his guard.
- l'm sorry. l didn't catch your name, Ser...",,,False,False,False
1793027,3,,,,"- No ''ser''. l'm not a knight.
- l see.",,,False,False,False
1796197,3,,,,"Well, it just so happens that l am.",,,False,False,False
1800577,3,,,,[Continues counting],,,False,False,False
1803746,3,,,,"[Jory] He said he'd be glad
to talk to the Hand himself.",,,False,False,False
1807125,3,,,,"- He's a knight, you see.
- Ah, a knight.",,,False,False,False
1810419,3,,,,"They strut around
like roosters down here.",,,False,False,False
1813965,3,,,,"Even the ones who've never seen
an arrow coming their way.",,,False,False,False
1817010,3,,,,"You shouldn't be out here, my lord.",,,False,False,False
1818844,3,,,,"- There's no telling who has eyes where.
- Let them look.",,,False,False,False
1824309,3,,,,"The former Hand did call on me,
my lord, several times.",,,False,False,False
1827646,3,,,,"l regret to say he did not honour me
with his patronage.",,,False,False,False
1830732,3,,,,"- What did Lord Arryn want?
- He always came to see the boy.",,,False,False,False
1835279,3,,,,"- l'd like to see him as well.
- As you wish, my lord.",,,False,False,False
1839491,3,,,,Gendry!,,,False,False,False
1844996,3,,,,Here he is.,,,False,False,False
1846622,3,,,,"Strong for his age.
He works hard.",,,False,False,False
1850418,3,,,,"Show the Hand
the helmet you made, lad.",,,False,False,False
1866600,3,,,,"- This is fine work.
- It's not for sale.",,,False,False,False
1869228,3,,,,"Boy, this is the King's Hand!",,,False,False,False
1871273,3,,,,"- If his lordship wants the helmet...
- l made it for me.",,,False,False,False
1874775,3,,,,"- Forgive him, my lord.
- There's nothing to forgive.",,,False,False,False
1878530,3,,,,"When Lord Arryn came to visit you,
what would you talk about?",,,False,False,False
1882199,3,,,,"He just asked me
questions is all, my lord.",,,False,False,False
1884202,3,,,,What kind of questions?,,,False,False,False
1888456,3,,,,"About my work at first,",,,False,False,False
1891459,3,,,,"if l was being treated well,
if l liked it here.",,,False,False,False
1896548,3,,,,"But then he started
asking me about my mother.",,,False,False,False
1899592,3,,,,"- Your mother?
- Who she was, what she looked like.",,,False,False,False
1903138,3,,,,What did you tell him?,,,False,False,False
1906975,3,,,,She died when l was little.,,,False,False,False
1909811,3,,,,She had yellow hair.,,,False,False,False
1912356,3,,,,She'd sing to me sometimes.,,,False,False,False
1918152,3,,,,Look at me.,,,False,False,False
1930165,3,,,,"Get back to work, lad.",,,False,False,False
1933793,3,,,,"lf the day ever comes when that boy
would rather wield a sword than forge one,",,,False,False,False
1938756,3,,,,you send him to me.,,,False,False,False
1941342,3,,,,[Hammer banging],,,False,False,False
1944679,3,,,,Find anything?,,,False,False,False
1947890,3,,,,King Robert's bastard son., 'King Robert's illegitimate child.',,True,False,False
1950726,3,,,,[Robert laughing],,,False,False,False
1953312,3,,,,"- [Woman] He likes that.
- [Women laughing]",,,False,False,False
1957192,3,,,,This is for the king from Lord Stark.,,,False,False,False
1960195,3,,,,"- [Robert laughs]
- Should l leave it with...",,,False,False,False
1962406,3,,,,"- Shhh. Listen.
- [Women laughing]",,,False,False,False
1966118,3,,,,Do you hear them?,,,False,False,False
1970831,3,,,,"How many do you think
are in there with him? Huh?",,,False,False,False
1975418,3,,,,"- Guess.
- Three.",,,False,False,False
1977129,3,,,,"- [Laughter]
- Four.",,,False,False,False
1981007,3,,,,He likes to do this when l'm on duty.,,,False,False,False
1983635,3,,,,"He makes me listen
as he insults my sister.",,,False,False,False
1985762,3,,,,"- [Door opens]
- [Laughter]",,,False,False,False
1991600,3,,,,"- Forgive me, my lord...
- Why do l have to forgive you?",,,False,False,False
1993728,3,,,,Have you wronged me?,,,False,False,False
1996982,3,,,,"- We've met before, you know.
- Have we? Strange, l've forgotten.",,,False,False,False
2001902,3,,,,"The siege of Pyke.
We fought side by side one afternoon.",,,False,False,False
2005282,3,,,,Ah.,,,False,False,False
2007117,3,,,,"- That's where you got your scar?
- Aye.",,,False,False,False
2009160,3,,,,"- Oh.
- One of the Greyjoys nearly took my eye.",,,False,False,False
2012496,3,,,,"- Vicious sons of whores.
- They like their bloodshed.",,,False,False,False
2015375,3,,,,They stopped liking it at the end.,,,False,False,False
2018794,3,,,,That was a proper battle.,,,False,False,False
2021130,3,,,,"Do you remember Thoros of Myr
charging through the breach?",,,False,False,False
2024467,3,,,,"With his burning sword?
l'll remember that till the day l die.",,,False,False,False
2028638,3,,,,"l saw the youngest
of the Greyjoy lads at Winterfell.",,,False,False,False
2031808,3,,,,"lt was like seeing a shark
on a mountaintop.",,,False,False,False
2034686,3,,,,"- Theon? He's a good lad.
- l doubt it.",,,False,False,False
2038064,3,,,,"- [Laughter]
- [Door opens]",,,False,False,False
2042694,3,,,,"[Robert] l'll bet you smell
of blackberry jam!",,,False,False,False
2045530,3,,,,Let me smell it. Come here.,,,False,False,False
2049867,3,,,,"Can l leave this with you?
The message from Lord Stark.",,,False,False,False
2052954,3,,,,l don't serve Lord Stark.,,,False,False,False
2058417,3,,,,[Laughter continues],,,False,False,False
2078396,3,,,,"- Where have you been?
- Watch duty.",,,False,False,False
2080983,3,,,,"- With Sam.
- Ah, Prince Porkchop.",,,False,False,False
2083360,3,,,,"- Where is he?
- He wasn't hungry.",,,False,False,False
2085278,3,,,,"- Impossible!
- [Chuckles]",,,False,False,False
2087155,3,,,,That's enough.,,,False,False,False
2095454,3,,,,Sam's no dimerent from the rest of us.,,,False,False,False
2098499,3,,,,"There was no place for him in the world,
so he's come here.",,,False,False,False
2102086,3,,,,"We're not going to hurt him
in the training yard anymore.",,,False,False,False
2104631,3,,,,"Never again,
no matter what Thorne says.",,,False,False,False
2107466,3,,,,"He's our brother now
and we're going to protect him.",,,False,False,False
2110012,3,,,,"- [Rast] You are in love, Lord Snow.
- [Laughter]",,,False,False,False
2114974,3,,,,You girls can do as you please.,,,False,False,False
2118061,3,,,,"But if Thorne puts me
up against Lady Piggy,",,,False,False,False
2120981,3,,,,l'm gonna slice me off a side of bacon.,,,False,False,False
2123066,3,,,,[Laughter],,,False,False,False
2128780,3,,,,[Snoring],,,False,False,False
2141959,3,,,,[Panting],,,False,False,False
2143586,3,,,,[Growling],,,False,False,False
2146048,3,,,,No one touches Sam.,,,False,False,False
2163106,3,,,,What are you waiting for?,,,False,False,False
2174952,3,,,,Attack him!,,,False,False,False
2186629,3,,,,You get in there.,,,False,False,False
2193512,3,,,,Hit me.,,,False,False,False
2196555,3,,,,"Go on, hit me!",,,False,False,False
2198642,3,,,,[Shouts],,,False,False,False
2200727,3,,,,"- l yield!
- [Laughter]",,,False,False,False
2203229,3,,,,Yield. Yield.,,,False,False,False
2205231,3,,,,l yield.,,,False,False,False
2210278,3,,,,"You think this is funny, do you?",,,False,False,False
2216367,3,,,,"When you're out there
beyond the Wall with the sun going down,",,,False,False,False
2221206,3,,,,do you want a man at your back?,,,False,False,False
2223041,3,,,,Or a snivelling boy?,,,False,False,False
2233175,3,,,,[Sobbing],,,False,False,False
2239640,3,,,,"You send this whore
to give me commands?", You sent this assistant to deliver instructions?,,True,False,False
2242519,3,,,,l should have sent you back her head!,,,False,False,False
2245271,3,,,,"Forgive me, Khaleesi.
l did as you asked.",,,False,False,False
2247649,3,,,,"Hush now. It's all right.
Irri, take her and leave us.",,,False,False,False
2250776,3,,,,"Yes, Khaleesi.",,,False,False,False
2255407,3,,,,"- Why did you hit her?!
- How many times do l have to tell you?",,,False,False,False
2258285,3,,,,"- You do not command me.
- l wasn't commanding you.",,,False,False,False
2262164,3,,,,l just wanted to invite you to supper.,,,False,False,False
2263832,3,,,,"- What's this?
- It's a gift.",,,False,False,False
2266084,3,,,,"- l had it made for you.
- Dothraki rags?",,,False,False,False
2268878,3,,,,"- Are you going to dress me now?
- Please.",,,False,False,False
2270756,3,,,,This stinks of manure. All of it.,,,False,False,False
2273341,3,,,,Stop. Stop. Stop it.,,,False,False,False
2275343,3,,,,"You would turn me
into one of them, wouldn't you?",,,False,False,False
2277887,3,,,,"- Next you'll want to braid my hair.
- You've no right to a braid.",,,False,False,False
2280640,3,,,,"- You've won no victories yet.
- You do not talk back to me!",,,False,False,False
2286812,3,,,,"You are a horselord's slut.
And now you've woken the dragon...","You have shown great loyalty to a horse-ruler.
Now, you've stirred up a mighty creature...",,True,False,False
2291360,3,,,,"- [Metal jangles]
- [Screams]",,,False,False,False
2296990,3,,,,l am a khaleesi of the Dothraki!,,,False,False,False
2300535,3,,,,"l am the wife of the great khal
and l carry his son inside me.",,,False,False,False
2305707,3,,,,The next time you raise a hand to me,,,False,False,False
2309586,3,,,,will be the last time you have hands.,,,False,False,False
2314091,3,,,,"[Thunder rumbles, rain falling]",,,False,False,False
2320513,3,,,,"l know for a fact that some of the officers
go to that brothel in Mole's Town.",,,False,False,False
2323934,3,,,,l wouldn't doubt it.,,,False,False,False
2326477,3,,,,Don't you think it's a little bit unfair?,,,False,False,False
2328771,3,,,,"Making us take our vows while they sneak off
for a little Sally on the side?",,,False,False,False
2333986,3,,,,"- Sally on the side?
- It's silly, isn't it?",,,False,False,False
2336488,3,,,,"What, we can't defend
the Wall unless we're celibate?",,,False,False,False
2340617,3,,,,"- It's absurd.
- l didn't think you'd be so upset about it.",,,False,False,False
2345622,3,,,,Why not?,,,False,False,False
2347541,3,,,,Because l'm fat?,,,False,False,False
2349417,3,,,,"- No.
- But l like girls just as much as you do.",,,False,False,False
2354131,3,,,,They might not like me as much.,,,False,False,False
2358635,3,,,,l've never...been with one.,,,False,False,False
2363180,3,,,,You've probably had hundreds.,,,False,False,False
2365684,3,,,,No.,,,False,False,False
2369021,3,,,,"As a matter of fact,",,,False,False,False
2371731,3,,,,l'm the same as you.,,,False,False,False
2373608,3,,,,"Yeah. Yeah, l...",,,False,False,False
2375736,3,,,,l find that hard to believe.,,,False,False,False
2377528,3,,,,l came very close once.,,,False,False,False
2380115,3,,,,"l was alone in a room
with a naked girl, but...",,,False,False,False
2384244,3,,,,"- Didn't know where to put it?
- l know where to put it.",,,False,False,False
2388206,3,,,,Was she...,,,False,False,False
2389749,3,,,,old and ugly?,,,False,False,False
2392794,3,,,,Young and gorgeous.,,,False,False,False
2396048,3,,,,A whore named Ros., A woman named Rose.,,True,False,False
2400260,3,,,,What colour hair?,,,False,False,False
2402303,3,,,,"- Red.
- Oh, l like red hair.",,,False,False,False
2406057,3,,,,"And her, um...",,,False,False,False
2408100,3,,,,Her...,,,False,False,False
2410227,3,,,,"- You don't want to know.
- What, that good?",,,False,False,False
2412521,3,,,,"- Better.
- Oh, no.",,,False,False,False
2416068,3,,,,"So why exactly did you not make love
to Ros with the perfect...?",,,False,False,False
2423367,3,,,,"- What's my name?
- Jon Snow.",,,False,False,False
2427745,3,,,,And why is my surname Snow?,,,False,False,False
2431124,3,,,,Because...,,,False,False,False
2433167,3,,,,you're a bastard from the North.,you're from the North and you're quite tough.,,True,False,False
2437381,3,,,,l never met my mother.,,,False,False,False
2440008,3,,,,"My father wouldn't even
tell me her name.",,,False,False,False
2442803,3,,,,l don't know if she's living or dead.,,,False,False,False
2447349,3,,,,"l don't know if she's a noblewoman
or a fisherman's wife...",,,False,False,False
2453354,3,,,,or a whore., ... or someone not very nice.,,True,False,False
2457441,3,,,,So l sat there,,,False,False,False
2459945,3,,,,"in the brothel as Ros
took off her clothes.",,,False,False,False
2464448,3,,,,But l couldn't do it.,,,False,False,False
2467619,3,,,,"Because all l could think was
what if l got her pregnant",,,False,False,False
2472374,3,,,,"and she had a child,
another bastard named Snow?"," and she had a child, another illegitimate one named Winter?",,True,False,False
2481966,3,,,,lt's not a good life for a child.,,,False,False,False
2484928,3,,,,"Ah, mmm.",,,False,False,False
2489849,3,,,,So...,,,False,False,False
2492144,3,,,,you didn't know where to put it?,,,False,False,False
2495314,3,,,,[Laughing],,,False,False,False
2499943,3,,,,Enjoying yourselves?,,,False,False,False
2503988,3,,,,"You look cold, boys.",,,False,False,False
2506032,3,,,,"- [Door creaks]
- It is a bit nippy.",,,False,False,False
2508994,3,,,,"A bit nippy, yeah, by the fire,",,,False,False,False
2511997,3,,,,indoors.,,,False,False,False
2514041,3,,,,lt's still summer.,,,False,False,False
2516667,3,,,,"Do you boys even remember
the last winter?",,,False,False,False
2520463,3,,,,"How long has it been now?
What, 10 years?",,,False,False,False
2524508,3,,,,l remember.,,,False,False,False
2526218,3,,,,Was it uncomfortable at Winterfell?,,,False,False,False
2528805,3,,,,"Were there days when
you just couldn't get warm,",,,False,False,False
2530932,3,,,,"never mind how many fires
your servants built?",,,False,False,False
2534352,3,,,,"- l build my own fires.
- That's admirable.",,,False,False,False
2538481,3,,,,"l spent six months out there,
beyond the Wall",,,False,False,False
2541485,3,,,,during the last winter.,,,False,False,False
2544320,3,,,,"lt was supposed to be
a two-week mission.",,,False,False,False
2548325,3,,,,"We heard a rumour Mance Rayder
was planning to attack Eastwatch.",,,False,False,False
2551662,3,,,,"So we went out to look
for some of his men -",,,False,False,False
2554622,3,,,,"capture them,
gather some knowledge.",,,False,False,False
2557334,3,,,,"The wildlings who fight
for Mance Rayder are hard men.",,,False,False,False
2561003,3,,,,Harder than you'll ever be.,,,False,False,False
2563215,3,,,,"They know their country
better than we do.",,,False,False,False
2565800,3,,,,"They knew there was
a storm coming in.",,,False,False,False
2569345,3,,,,"So they hid in their caves
and waited for it to pass.",,,False,False,False
2574059,3,,,,And we got caught in the open.,,,False,False,False
2576602,3,,,,Wind so strong,,,False,False,False
2578521,3,,,,"it yanked 100-foot trees
straight from the ground, roots and all.",,,False,False,False
2582693,3,,,,"lf you took your gloves off
to find your cock to have a piss,"," If you removed your gloves,
to locate your hand for a bathroom break.",,True,False,False
2585486,3,,,,you lost a finger to the frost.,,,False,False,False
2588657,3,,,,And all in darkness.,,,False,False,False
2593829,3,,,,You don't know cold.,,,False,False,False
2596331,3,,,,Neither of you do.,,,False,False,False
2600836,3,,,,The horses died first.,,,False,False,False
2605381,3,,,,"We didn't have enough
to feed them, to keep them warm.",,,False,False,False
2610637,3,,,,Eating the horses was easy.,,,False,False,False
2615224,3,,,,But later when we started to fall...,,,False,False,False
2619896,3,,,,That wasn't easy.,,,False,False,False
2623316,3,,,,"We should have had a couple of boys
like you along, shouldn't we?",,,False,False,False
2629948,3,,,,"- [Grabs]
- [Gasps]",,,False,False,False
2631700,3,,,,"Soft, fat boys like you.",,,False,False,False
2634327,3,,,,"We'd have lasted a fortnight on you
and still had bones left over for soup.",,,False,False,False
2641959,3,,,,Soon we'll have new recruits,,,False,False,False
2644921,3,,,,"and you lot will be passed along
to the lord commander",,,False,False,False
2648383,3,,,,"for assignment,",,,False,False,False
2650427,3,,,,"and they will call you
men of the Night's Watch,",,,False,False,False
2654972,3,,,,but you'd be fools to believe it.,,,False,False,False
2658352,3,,,,You're boys still.,,,False,False,False
2660354,3,,,,And come the winter you will die...,,,False,False,False
2665399,3,,,,like flies.,,,False,False,False
2673700,3,,,,l hit him.,,,False,False,False
2676160,3,,,,l hit the dragon.,,,False,False,False
2677620,3,,,,"Your brother Rhaegar
was the last dragon.",,,False,False,False
2679997,3,,,,"Viserys is less than
the shadow of a snake.",,,False,False,False
2682667,3,,,,"- He is still the true king.
- The truth now.",,,False,False,False
2686963,3,,,,"Do you want to see your brother
sitting on the Iron Throne?",,,False,False,False
2691008,3,,,,No.,,,False,False,False
2693220,3,,,,"But the common people
are waiting for him.",,,False,False,False
2695680,3,,,,"lllyrio said they are sewing dragon banners
and praying for his return.",,,False,False,False
2700142,3,,,,"The common people pray for rain,
health and a summer that never ends.",,,False,False,False
2704898,3,,,,"They don't care
what games the high lords play.",,,False,False,False
2708401,3,,,,"What do you pray for, Ser Jorah?",,,False,False,False
2714700,3,,,,Home.,,,False,False,False
2717619,3,,,,l pray for home too.,,,False,False,False
2723332,3,,,,"My brother will never take back
the Seven Kingdoms.",,,False,False,False
2727921,3,,,,"He couldn't lead an army
even if my husband gave him one.",,,False,False,False
2734635,3,,,,He'll never take us home.,,,False,False,False
2738265,3,,,,[Crowd chattering and yelling],,,False,False,False
2746898,3,,,,[Horse whinnies],,,False,False,False
2756907,3,,,,Lovers' quarrel?,,,False,False,False
2759160,3,,,,l'm sorry. Do l...?,,,False,False,False
2760745,3,,,,"Sansa dear
this is Lord Bae!lish.",,,False,False,False
2763289,3,,,,"- He's known...
- An old friend of the family.",,,False,False,False
2766292,3,,,,"l've known your mother a long, long time.",,,False,False,False
2768586,3,,,,"- Why do they call you Littlefinger?
- Arya!",,,False,False,False
2770796,3,,,,"- Don't be rude!
- No, it's quite all right.",,,False,False,False
2774760,3,,,,"When l was a child, l was very small,",,,False,False,False
2777970,3,,,,"and l come from a little spit of land
called the Fingers,",,,False,False,False
2780182,3,,,,"SO yOU See,
it's an exceedingly clever nickname.",,,False,False,False
2784477,3,,,,l've been sitting here for days!,,,False,False,False
2787271,3,,,,"Start the damn joust
before l piss myself!"," Start the tournament
before I become uncomfortable!",,True,False,False
2790901,3,,,,[Crowd cheering],,,False,False,False
2798575,3,,,,"Gods, who's that?",,,False,False,False
2801285,3,,,,[Littlefinger] Ser Gregor Clegane.,,,False,False,False
2803789,3,,,,They call him the Mountain.,,,False,False,False
2808251,3,,,,The Hound's older brother.,,,False,False,False
2811046,3,,,,"- And his opponent?
- [Littlefinger] Ser Hugh of the Vale.",,,False,False,False
2814341,3,,,,He was Jon Arryn's squire.,,,False,False,False
2816300,3,,,,Look how far he's come.,,,False,False,False
2817970,3,,,,"Yes, yes, enough of
the bloody pomp. Have at him!"," Sure thing, let's keep it family-friendly:

    Yes, yes, let's move past the unnecessary excitement. Let's begin!",,True,False,False
2830231,3,,,,[Horse neighs],,,False,False,False
2862097,3,,,,[Screams],,,False,False,False
2864932,3,,,,[Crowd gasps],,,False,False,False
2867519,3,,,,[Gurgling],,,False,False,False
2875736,3,,,,[Fly buzzing],,,False,False,False
2902178,3,,,,Not what you were expecting?,,,False,False,False
2907725,3,,,,"Has anyone ever told you the story
of the Mountain and the Hound?",,,False,False,False
2912814,3,,,,Lovely little tale of brotherly love.,,,False,False,False
2917110,3,,,,"The Hound was just a pup,",,,False,False,False
2919905,3,,,,six years old maybe.,,,False,False,False
2922198,3,,,,"Gregor a few years older,",,,False,False,False
2924283,3,,,,"already a big lad,
already getting a bit of a reputation.",,,False,False,False
2928162,3,,,,"Some lucky boys just born
with a talent for violence.",,,False,False,False
2934211,3,,,,"One evening Gregor found his little brother
playing with a toy by the fire -",,,False,False,False
2940425,3,,,,"Gregor's toy,",,,False,False,False
2942803,3,,,,a wooden knight.,,,False,False,False
2945597,3,,,,"Gregor never said a word,",,,False,False,False
2947599,3,,,,"he just grabbed his brother
by the scrum of his neck",,,False,False,False
2950644,3,,,,"and shoved his face
into the burning coals.",,,False,False,False
2954106,3,,,,"Held him there
while the boy screamed,",,,False,False,False
2957818,3,,,,while his face melted.,,,False,False,False
2964532,3,,,,"There aren't very many people
who know that story.",,,False,False,False
2968245,3,,,,"- l won't tell anyone. l promise.
- No, please don't.",,,False,False,False
2971914,3,,,,"lf the Hound so much as
heard you mention it,",,,False,False,False
2975334,3,,,,"l'm afraid all the knights in King's Landing
would not be able to save you.",,,False,False,False
2990057,3,,,,[Knocking],,,False,False,False
2992269,3,,,,"My lord, Her Grace the queen.",,,False,False,False
2998608,3,,,,"- Your Grace.
- You're missing your tournament.",,,False,False,False
3001403,3,,,,"Putting my name on it
doesn't make it mine.",,,False,False,False
3006073,3,,,,"l thought we might put what happened
on the Kingsroad behind us -",,,False,False,False
3009577,3,,,,the ugliness with the wolves.,,,False,False,False
3013582,3,,,,"And forcing you to kill the beast
was extreme.",,,False,False,False
3017336,3,,,,"Though sometimes we go to extremes
where our children are concerned.",,,False,False,False
3022090,3,,,,How is Sansa?,,,False,False,False
3024760,3,,,,"- She likes it here.
- She's the only Stark who does.",,,False,False,False
3028805,3,,,,"Favours her mother
not much of the North in' her.",,,False,False,False
3031974,3,,,,"- What are you doing here?
- l might ask the same of you.",,,False,False,False
3035812,3,,,,What is it you hope to accomplish?,,,False,False,False
3038023,3,,,,"The king called on me
to serve him and the realm,",,,False,False,False
3040983,3,,,,"and that's what l'll do
until he tells me otherwise.",,,False,False,False
3043445,3,,,,"You can't change him.
You can't help him.",,,False,False,False
3046280,3,,,,"He'll do what he wants,
which is all he's ever done.",,,False,False,False
3048992,3,,,,"You'll try your best
to pick up the pieces.",,,False,False,False
3051870,3,,,,"lf that's my job, then so be it.",,,False,False,False
3056082,3,,,,"You're just a soldier, aren't you?",,,False,False,False
3058542,3,,,,"You take your orders
and you carry on.",,,False,False,False
3062338,3,,,,l suppose it makes sense.,,,False,False,False
3064383,3,,,,"Your older brother was trained to lead
and you were trained to follow.",,,False,False,False
3067510,3,,,,"l was also trained to kill
my enemies, Your Grace.",,,False,False,False
3074350,3,,,,As was l.,,,False,False,False
3080731,3,,,,"[Door opens, closes]",,,False,False,False
3087613,3,,,,[Horse snorts],,,False,False,False
